BorrowerFirstName,BorrowerLastName,BorrowerBirthDate,BorrowerSSN,ZipCode,BorrowerCreditScore,BorrowerYearlyIncome,LoanAmount,LoanStartDate,LoanDuration,loanToValue,ReportisApproved,ReportisValidData,ReportisInsuranceRequired,ReportgetMonthlyRepayment,ReportgetInsuranceRate,ReportgetMessages
Paul,Gonzales,1953-04-05T08:00:00Z,471-78-1234,12345,531,357406,571663,2021-02-07T23:00:00Z,2,1.079789402460021,False,True,False,25207.8550863286,0.0,[ The loan amount is under the maximum authorized; Risky loan; Too big Debt/Income ratio: 0.85; We are sorry. Your loan has not been approved]
Rhonda,Howard,2008-06-29T07:00:00Z,471-78-1234,12345,363,163146,302704,2018-04-02T22:00:00Z,1,1.626852303300543,False,True,False,44039.85004618126,0.0,[ The loan amount is under the maximum authorized; Risky loan; Too big Debt/Income ratio: 3.24; We are sorry. Your loan has not been approved]
Clayton,Berger,1994-02-26T08:00:00Z,471-78-1234,12345,333,19655,625844,2019-04-13T22:00:00Z,2,1.6048912370155004,False,True,False,40656.53444742075,0.0,[ The loan amount is under the maximum authorized; Very risky loan; Too big Debt/Income ratio: 24.82; We are sorry. Your loan has not been approved]
Stephanie,Douglas,1934-06-15T08:00:00Z,471-78-1234,12345,319,369206,21878,2019-03-21T23:00:00Z,1,1.0872725597177904,False,True,False,7359.618008513828,0.0,[ The loan amount is under the maximum authorized; Risky loan; We are sorry. Your loan has not been approved]
Douglas,Ramsey,1955-05-15T07:00:00Z,471-78-1234,12345,377,277794,629038,2018-03-31T22:00:00Z,1,1.9993993636184189,False,True,False,58769.85265048113,0.0,[ The loan amount is under the maximum authorized; Risky loan; Too big Debt/Income ratio: 2.54; We are sorry. Your loan has not been approved]
Monica,Stevenson,1975-02-03T08:00:00Z,471-78-1234,12345,332,250792,550139,2020-12-27T23:00:00Z,2,1.7701471686811685,False,True,False,43688.5160042646,0.0,[ The loan amount is under the maximum authorized; Risky loan; Too big Debt/Income ratio: 2.09; We are sorry. Your loan has not been approved]
Gina,Jarvis,1933-06-01T08:00:00Z,471-78-1234,12345,428,308367,1385269,2019-10-23T22:00:00Z,1,1.8701490192896344,False,False,False,0.0,0.0,[The loan cannot exceed 1000000]
Christine,Young,1907-03-17T08:00:00Z,471-78-1234,12345,540,85043,633454,2017-07-12T22:00:00Z,2,1.4645606712316686,False,True,False,46817.47929030538,0.0,[ The loan amount is under the maximum authorized; Risky loan; Too big Debt/Income ratio: 6.61; We are sorry. Your loan has not been approved]
Michele,Li,2009-03-03T08:00:00Z,471-78-1234,12345,700,158839,506643,2021-07-30T22:00:00Z,3,1.471412795223467,False,True,False,18697.16543418694,0.0,[ The loan amount is under the maximum authorized; Average risk loan; Too big Debt/Income ratio: 1.41; We are sorry. Your loan has not been approved]
Teresa,Burns,1967-06-18T07:00:00Z,471-78-1234,12345,644,293868,364907,2019-04-10T22:00:00Z,3,1.723884384376687,False,True,False,14399.471503670851,0.0,[ The loan amount is under the maximum authorized; Average risk loan; Too big Debt/Income ratio: 0.59; We are sorry. Your loan has not been approved]
Tammy,Conley,1900-03-04T08:00:00Z,471-78-1234,12345,589,396381,1412877,2020-11-07T23:00:00Z,1,1.6858071224455808,False,False,False,0.0,0.0,[The loan cannot exceed 1000000]
Toni,Hernandez,1936-09-19T08:00:00Z,471-78-1234,12345,801,137666,994210,2018-06-20T22:00:00Z,2,1.2644380130630204,False,True,False,73480.32546201385,0.0,[ The loan amount is under the maximum authorized; Average risk loan; Too big Debt/Income ratio: 6.41; We are sorry. Your loan has not been approved]
Jennifer,Richards,1957-06-19T07:00:00Z,471-78-1234,12345,726,188312,1283327,2021-09-20T22:00:00Z,3,1.703013615513742,False,False,False,0.0,0.0,[The loan cannot exceed 1000000]
Shelley,Everett,1979-02-15T08:00:00Z,471-78-1234,12345,811,236795,901621,2021-11-26T23:00:00Z,3,1.3178255829407874,False,True,False,34384.782961740544,0.0,[ The loan amount is under the maximum authorized; Average risk loan; Too big Debt/Income ratio: 1.74; We are sorry. Your loan has not been approved]
Michael,Hamilton,1908-08-03T08:00:00Z,471-78-1234,12345,518,31400,1479063,2018-05-12T22:00:00Z,2,1.97053440557984,False,False,False,0.0,0.0,[The loan cannot exceed 1000000]
David,Ward,1957-06-13T07:00:00Z,471-78-1234,12345,302,387997,1441335,2018-10-03T22:00:00Z,3,1.6361644173173733,False,False,False,0.0,0.0,[The loan cannot exceed 1000000]
Timothy,Berg,2010-02-17T08:00:00Z,471-78-1234,12345,604,247198,327594,2019-07-31T22:00:00Z,1,1.2406994802697529,False,True,False,47661.050518092605,0.0,[ The loan amount is under the maximum authorized; Average risk loan; Too big Debt/Income ratio: 2.31; We are sorry. Your loan has not been approved]
Karen,Holmes,1974-04-18T07:00:00Z,471-78-1234,12345,597,242947,734432,2017-02-16T23:00:00Z,2,1.0994259599315916,False,True,False,32385.260943532263,0.0,[ The loan amount is under the maximum authorized; Average risk loan; Too big Debt/Income ratio: 1.60; We are sorry. Your loan has not been approved]
David,Gonzales,1996-02-03T08:00:00Z,471-78-1234,12345,473,60609,537807,2017-04-20T22:00:00Z,3,1.7881455267779065,False,True,False,22817.493726224147,0.0,[ The loan amount is under the maximum authorized; Risky loan; Too big Debt/Income ratio: 4.52; We are sorry. Your loan has not been approved]
Teresa,Walton,1901-12-30T08:00:00Z,471-78-1234,12345,787,116129,366453,2021-01-02T23:00:00Z,2,1.1241071892989063,False,True,False,29101.350304760752,0.0,[ The loan amount is under the maximum authorized; Average risk loan; Too big Debt/Income ratio: 3.01; We are sorry. Your loan has not been approved]
Samantha,Rodriguez,1945-11-24T08:00:00Z,471-78-1234,12345,385,178869,887704,2017-02-09T23:00:00Z,1,1.121984630909223,False,True,False,82936.53686620317,0.0,[ The loan amount is under the maximum authorized; Risky loan; Too big Debt/Income ratio: 5.56; We are sorry. Your loan has not been approved]
Ashley,Odonnell,1971-03-10T08:00:00Z,471-78-1234,12345,517,89221,819692,2017-01-10T23:00:00Z,2,1.3224512250922311,False,True,False,53249.42962507464,0.0,[ The loan amount is under the maximum authorized; Risky loan; Too big Debt/Income ratio: 7.16; We are sorry. Your loan has not been approved]
Brenda,Holmes,1958-08-06T07:00:00Z,471-78-1234,12345,327,288130,702516,2017-09-23T22:00:00Z,1,1.7668816951659625,False,True,False,142441.00854575273,0.0,[ The loan amount is under the maximum authorized; Risky loan; Too big Debt/Income ratio: 5.93; We are sorry. Your loan has not been approved]
Lauren,Morris,2005-01-10T08:00:00Z,471-78-1234,12345,633,79171,845277,2019-12-08T23:00:00Z,1,1.1114362224864338,False,True,False,96085.1150368172,0.0,[ The loan amount is under the maximum authorized; Risky loan; Too big Debt/Income ratio: 14.56; We are sorry. Your loan has not been approved]
Katherine,Armstrong,1936-03-09T08:00:00Z,471-78-1234,12345,465,184829,1015764,2021-12-18T23:00:00Z,2,1.9372591446789933,False,False,False,0.0,0.0,[The loan cannot exceed 1000000]
Alyssa,Rowland,1916-08-03T08:00:00Z,471-78-1234,12345,719,37164,1355106,2021-03-19T23:00:00Z,3,1.2207508047537825,False,False,False,0.0,0.0,[The loan cannot exceed 1000000]
Shannon,Freeman,1902-02-28T08:00:00Z,471-78-1234,12345,501,159045,180856,2017-01-17T23:00:00Z,3,1.1788480597524729,False,True,False,6674.3141655274285,0.0,[ The loan amount is under the maximum authorized; Risky loan; Too big Debt/Income ratio: 0.50; We are sorry. Your loan has not been approved]
Eric,Alexander,1950-08-20T07:00:00Z,471-78-1234,12345,367,345657,1288750,2021-01-20T23:00:00Z,2,1.2989753163029698,False,False,False,0.0,0.0,[The loan cannot exceed 1000000]
Amy,Valenzuela,1938-09-03T08:00:00Z,471-78-1234,12345,468,347010,75794,2020-05-19T22:00:00Z,3,1.3018041473592843,True,True,True,2797.10359546814,0.02,[ The loan amount is under the maximum authorized; Average risk loan; Congratulations! Your loan has been approved]
Richard,Daniel,1987-02-17T08:00:00Z,471-78-1234,12345,701,180670,285355,2021-09-12T22:00:00Z,1,1.0671872284053383,False,True,False,36408.98063188572,0.0,[ The loan amount is under the maximum authorized; Average risk loan; Too big Debt/Income ratio: 2.42; We are sorry. Your loan has not been approved]
Erin,Jones,1988-05-30T07:00:00Z,471-78-1234,12345,651,69981,418564,2020-02-25T23:00:00Z,1,1.1796072507719524,False,True,False,60896.10905283647,0.0,[ The loan amount is under the maximum authorized; Risky loan; Too big Debt/Income ratio: 10.44; We are sorry. Your loan has not been approved]
Mary,Savage,1935-07-19T08:00:00Z,471-78-1234,12345,647,106528,865665,2020-11-29T23:00:00Z,3,1.7192096892283049,False,True,False,30950.736766929134,0.0,[ The loan amount is under the maximum authorized; Risky loan; Too big Debt/Income ratio: 3.49; We are sorry. Your loan has not been approved]
Brent,Hall,1990-10-16T07:00:00Z,471-78-1234,12345,690,276644,1085791,2021-10-19T22:00:00Z,1,1.237963606878513,False,False,False,0.0,0.0,[The loan cannot exceed 1000000]
Kathryn,Quinn,1972-01-07T08:00:00Z,471-78-1234,12345,698,70233,204213,2021-06-03T22:00:00Z,1,1.5177219005968905,False,True,False,20939.617887528417,0.0,[ The loan amount is under the maximum authorized; Risky loan; Too big Debt/Income ratio: 3.58; We are sorry. Your loan has not been approved]
Ryan,Williams,1922-05-04T08:00:00Z,471-78-1234,12345,777,306254,1202246,2019-07-17T22:00:00Z,2,1.707929006475672,False,False,False,0.0,0.0,[The loan cannot exceed 1000000]
Michael,Meza,1989-08-21T07:00:00Z,471-78-1234,12345,666,62661,946774,2020-03-16T23:00:00Z,1,1.7854499331237452,False,True,False,81268.03587670093,0.0,[ The loan amount is under the maximum authorized; Risky loan; Too big Debt/Income ratio: 15.56; We are sorry. Your loan has not been approved]
Kathy,Brown,1923-09-24T08:00:00Z,471-78-1234,12345,330,289683,643763,2020-02-06T23:00:00Z,3,1.9674721043416328,False,True,False,27312.88029660312,0.0,[ The loan amount is under the maximum authorized; Risky loan; Too big Debt/Income ratio: 1.13; We are sorry. Your loan has not been approved]
Sonya,Roberson,1920-03-23T08:00:00Z,471-78-1234,12345,620,13764,403151,2018-04-06T22:00:00Z,1,1.7406570272070248,False,True,False,51438.79361050396,0.0,[ The loan amount is under the maximum authorized; Risky loan; Too big Debt/Income ratio: 44.85; We are sorry. Your loan has not been approved]
Kendra,Santiago,1911-12-17T08:00:00Z,471-78-1234,12345,632,205577,971164,2021-02-21T23:00:00Z,2,1.5456962653489226,False,True,False,48613.003392553466,0.0,[ The loan amount is under the maximum authorized; Average risk loan; Too big Debt/Income ratio: 2.84; We are sorry. Your loan has not been approved]
Preston,Evans,2003-05-24T07:00:00Z,471-78-1234,12345,568,388972,320379,2020-10-30T23:00:00Z,2,1.8761518797777963,False,True,False,19632.69252022943,0.0,[ The loan amount is under the maximum authorized; Risky loan; Too big Debt/Income ratio: 0.61; We are sorry. Your loan has not been approved]
Amber,Harris,1970-10-17T07:00:00Z,471-78-1234,12345,487,308795,187758,2019-10-25T22:00:00Z,3,1.6139389922539298,False,True,False,7965.99335272392,0.0,[ The loan amount is under the maximum authorized; Risky loan; We are sorry. Your loan has not been approved]
Kyle,Steele,1980-06-07T07:00:00Z,471-78-1234,12345,652,253974,316414,2019-05-24T22:00:00Z,1,1.831033763130656,False,True,False,27159.96035367516,0.0,[ The loan amount is under the maximum authorized; Average risk loan; Too big Debt/Income ratio: 1.28; We are sorry. Your loan has not been approved]
Kimberly,Scott,1928-05-03T08:00:00Z,471-78-1234,12345,463,148333,87998,2017-09-22T22:00:00Z,2,1.037967418281022,False,True,False,5716.590265791685,0.0,[ The loan amount is under the maximum authorized; Risky loan; Too big Debt/Income ratio: 0.46; We are sorry. Your loan has not been approved]
Bobby,Allen,1925-10-12T08:00:00Z,471-78-1234,12345,446,75076,1429404,2017-05-26T22:00:00Z,1,1.95439311728027,False,False,False,0.0,0.0,[The loan cannot exceed 1000000]
Walter,Santana,1944-08-04T07:00:00Z,471-78-1234,12345,645,291911,339871,2019-03-22T23:00:00Z,1,1.31548884308273,False,True,False,114330.41101433415,0.0,[ The loan amount is under the maximum authorized; Average risk loan; Too big Debt/Income ratio: 4.70; We are sorry. Your loan has not been approved]
Alyssa,Salazar,1961-10-07T08:00:00Z,471-78-1234,12345,501,222313,112592,2017-05-22T22:00:00Z,1,1.0101866633431884,False,True,False,16380.803677518765,0.0,[ The loan amount is under the maximum authorized; Risky loan; Too big Debt/Income ratio: 0.88; We are sorry. Your loan has not been approved]
Christy,Friedman,1964-03-17T08:00:00Z,471-78-1234,12345,596,174408,318600,2019-07-01T22:00:00Z,3,1.9731948175456224,False,True,False,13517.216215436045,0.0,[ The loan amount is under the maximum authorized; Risky loan; Too big Debt/Income ratio: 0.93; We are sorry. Your loan has not been approved]
Kathleen,Jimenez,1956-08-16T07:00:00Z,471-78-1234,12345,595,242511,1379962,2018-04-20T22:00:00Z,1,1.7225054037161736,False,False,False,0.0,0.0,[The loan cannot exceed 1000000]
Patricia,Donaldson,1934-06-14T08:00:00Z,471-78-1234,12345,467,387344,84239,2017-06-21T22:00:00Z,3,1.2475579273866924,True,True,True,3574.0011825866823,0.02,[ The loan amount is under the maximum authorized; Average risk loan; Congratulations! Your loan has been approved]
Tara,Oneal,1987-05-19T07:00:00Z,471-78-1234,12345,314,69480,682674,2018-08-09T22:00:00Z,1,1.1104544596928387,False,True,False,115611.16004310286,0.0,[ The loan amount is under the maximum authorized; Very risky loan; Too big Debt/Income ratio: 19.97; We are sorry. Your loan has not been approved]
Carl,Welch,1903-10-24T08:00:00Z,471-78-1234,12345,695,226585,1270731,2020-06-06T22:00:00Z,2,1.1235994755360883,False,False,False,0.0,0.0,[The loan cannot exceed 1000000]
Amber,Garner,1954-10-02T08:00:00Z,471-78-1234,12345,547,38528,1471395,2019-12-09T23:00:00Z,2,1.811863596577572,False,False,False,0.0,0.0,[The loan cannot exceed 1000000]
Jessica,Hopkins,1909-05-31T08:00:00Z,471-78-1234,12345,582,215464,29020,2018-02-28T23:00:00Z,1,1.055847280306235,True,True,True,4914.55052404346,0.02,[ The loan amount is under the maximum authorized; Low risk loan; Congratulations! Your loan has been approved]
Stacy,Anderson,1927-11-05T08:00:00Z,471-78-1234,12345,788,272489,774581,2020-12-06T23:00:00Z,2,1.845046902650812,False,True,False,35560.74508220382,0.0,[ The loan amount is under the maximum authorized; Average risk loan; Too big Debt/Income ratio: 1.57; We are sorry. Your loan has not been approved]
Jeremy,Johnson,1914-09-22T08:00:00Z,471-78-1234,12345,633,220505,541780,2021-11-27T23:00:00Z,2,1.9457021395204577,False,True,False,35195.50755926975,0.0,[ The loan amount is under the maximum authorized; Average risk loan; Too big Debt/Income ratio: 1.92; We are sorry. Your loan has not been approved]
Aaron,Jacobson,1908-05-05T08:00:00Z,471-78-1234,12345,465,106436,1497803,2021-06-21T22:00:00Z,3,1.5078306583091634,False,False,False,0.0,0.0,[The loan cannot exceed 1000000]
Brenda,Hudson,2005-05-02T07:00:00Z,471-78-1234,12345,431,276938,2354,2018-10-31T23:00:00Z,3,1.1994316933134237,True,True,True,92.89039651100468,0.02,[ The loan amount is under the maximum authorized; Very low risk loan; Congratulations! Your loan has been approved]
Grace,Strickland,1916-04-26T08:00:00Z,471-78-1234,12345,551,318296,1024189,2019-02-25T23:00:00Z,1,1.3630679585919605,False,False,False,0.0,0.0,[The loan cannot exceed 1000000]
Katherine,Williams,1972-11-13T08:00:00Z,471-78-1234,12345,474,141188,1325468,2020-09-23T22:00:00Z,2,1.9410105263491544,False,False,False,0.0,0.0,[The loan cannot exceed 1000000]
Michael,Jones,1990-04-14T07:00:00Z,471-78-1234,12345,765,232515,571059,2018-05-02T22:00:00Z,3,1.5098589689555766,False,True,False,22534.36573541964,0.0,[ The loan amount is under the maximum authorized; Average risk loan; Too big Debt/Income ratio: 1.16; We are sorry. Your loan has not been approved]
Stanley,White,1973-03-05T08:00:00Z,471-78-1234,12345,605,87532,732309,2017-10-17T22:00:00Z,1,1.7040251602125385,False,True,False,368673.7307376304,0.0,[ The loan amount is under the maximum authorized; Risky loan; Too big Debt/Income ratio: 50.54; We are sorry. Your loan has not been approved]
Jason,Ayers,2002-03-13T08:00:00Z,471-78-1234,12345,433,263998,632836,2018-01-14T23:00:00Z,1,1.589695370056516,False,True,False,59124.69274021583,0.0,[ The loan amount is under the maximum authorized; Risky loan; Too big Debt/Income ratio: 2.69; We are sorry. Your loan has not been approved]
Sean,Reese,1911-01-08T08:00:00Z,471-78-1234,12345,418,366112,1227538,2018-04-30T22:00:00Z,2,1.1768627990718346,False,False,False,0.0,0.0,[The loan cannot exceed 1000000]
Alan,Marshall,1994-03-13T08:00:00Z,471-78-1234,12345,798,169490,715307,2020-02-01T23:00:00Z,1,1.2267479980644411,False,True,False,66829.80517847525,0.0,[ The loan amount is under the maximum authorized; Average risk loan; Too big Debt/Income ratio: 4.73; We are sorry. Your loan has not been approved]
Timothy,Porter,2012-09-03T07:00:00Z,471-78-1234,12345,596,39477,1360817,2021-02-26T23:00:00Z,1,1.8254024570163605,False,False,False,0.0,0.0,[The loan cannot exceed 1000000]
Dominique,Jimenez,1935-11-25T08:00:00Z,471-78-1234,12345,616,173585,941311,2018-03-08T23:00:00Z,1,1.8515162139144417,False,True,False,945625.3420833156,0.0,[ The loan amount is under the maximum authorized; Risky loan; Too big Debt/Income ratio: 65.37; We are sorry. Your loan has not been approved]
Hannah,Torres,1917-03-23T08:00:00Z,471-78-1234,12345,409,14866,540430,2021-03-17T23:00:00Z,2,1.4674273525185937,False,True,False,37363.812297509394,0.0,[ The loan amount is under the maximum authorized; Very risky loan; Too big Debt/Income ratio: 30.16; We are sorry. Your loan has not been approved]
Nancy,Silva,1904-11-25T08:00:00Z,471-78-1234,12345,715,236568,482941,2017-09-29T22:00:00Z,2,1.1070579409644692,False,True,False,31373.16552139483,0.0,[ The loan amount is under the maximum authorized; Average risk loan; Too big Debt/Income ratio: 1.59; We are sorry. Your loan has not been approved]
Nicole,Johnson,1932-08-18T08:00:00Z,471-78-1234,12345,476,389396,1041582,2017-03-06T23:00:00Z,2,1.122977116468494,False,False,False,0.0,0.0,[The loan cannot exceed 1000000]
Jack,Terry,2000-01-19T08:00:00Z,471-78-1234,12345,817,31256,150324,2019-03-25T23:00:00Z,1,1.2870188821154984,False,True,False,14044.492272058167,0.0,[ The loan amount is under the maximum authorized; Average risk loan; Too big Debt/Income ratio: 5.39; We are sorry. Your loan has not been approved]
Melanie,Raymond,1994-02-05T08:00:00Z,471-78-1234,12345,808,325355,726936,2021-11-13T23:00:00Z,3,1.714858825889147,False,True,False,28685.375224351614,0.0,[ The loan amount is under the maximum authorized; Average risk loan; Too big Debt/Income ratio: 1.06; We are sorry. Your loan has not been approved]
Jessica,Johnson,1988-07-12T07:00:00Z,471-78-1234,12345,732,296038,342074,2018-11-05T23:00:00Z,3,1.504679952717895,False,True,False,13498.466226043083,0.0,[ The loan amount is under the maximum authorized; Average risk loan; Too big Debt/Income ratio: 0.55; We are sorry. Your loan has not been approved]
David,Price,1947-11-27T08:00:00Z,471-78-1234,12345,760,372790,871988,2021-01-14T23:00:00Z,3,1.443535432133277,False,True,False,34409.22305558112,0.0,[ The loan amount is under the maximum authorized; Average risk loan; Too big Debt/Income ratio: 1.11; We are sorry. Your loan has not been approved]
Erin,Rojas,1948-01-06T08:00:00Z,471-78-1234,12345,497,331303,937473,2019-06-24T22:00:00Z,1,1.5422413583651549,False,True,False,941769.7512499824,0.0,[ The loan amount is under the maximum authorized; Risky loan; Too big Debt/Income ratio: 34.11; We are sorry. Your loan has not been approved]
Andrew,Palmer,1991-12-23T08:00:00Z,471-78-1234,12345,532,56567,1362844,2018-11-26T23:00:00Z,3,1.910610319998245,False,False,False,0.0,0.0,[The loan cannot exceed 1000000]
Janet,Garner,1963-07-22T07:00:00Z,471-78-1234,12345,837,106431,1085490,2019-09-04T22:00:00Z,1,1.5795624060525668,False,False,False,0.0,0.0,[The loan cannot exceed 1000000]
Garrett,Cruz,1904-07-03T08:00:00Z,471-78-1234,12345,681,45097,908978,2021-12-04T23:00:00Z,2,1.3151269465386972,False,True,False,43529.79080098138,0.0,[ The loan amount is under the maximum authorized; Risky loan; Too big Debt/Income ratio: 11.58; We are sorry. Your loan has not been approved]
Kevin,Watkins,1930-11-01T08:00:00Z,471-78-1234,12345,463,344552,220679,2020-09-27T22:00:00Z,1,1.2515755150548618,False,True,False,44744.517313297016,0.0,[ The loan amount is under the maximum authorized; Risky loan; Too big Debt/Income ratio: 1.56; We are sorry. Your loan has not been approved]
Kyle,Thompson,1924-12-26T08:00:00Z,471-78-1234,12345,642,317916,788562,2018-04-22T22:00:00Z,1,1.2969019756395084,False,True,False,133543.3421895506,0.0,[ The loan amount is under the maximum authorized; Average risk loan; Too big Debt/Income ratio: 5.04; We are sorry. Your loan has not been approved]
David,Brooks,1976-03-22T08:00:00Z,471-78-1234,12345,643,52244,511074,2017-06-27T22:00:00Z,2,1.7335934191428533,False,True,False,29645.29449874432,0.0,[ The loan amount is under the maximum authorized; Risky loan; Too big Debt/Income ratio: 6.81; We are sorry. Your loan has not been approved]
Lucas,Jones,1916-11-30T08:00:00Z,471-78-1234,12345,704,249302,518925,2021-09-06T22:00:00Z,2,1.2511110582938616,False,True,False,30100.698622432166,0.0,[ The loan amount is under the maximum authorized; Average risk loan; Too big Debt/Income ratio: 1.45; We are sorry. Your loan has not been approved]
Shelia,Johnson,2017-12-11T08:00:00Z,471-78-1234,12345,641,261369,818119,2018-02-02T23:00:00Z,1,1.803727944536749,False,True,False,119026.63354277368,0.0,[ The loan amount is under the maximum authorized; Average risk loan; Too big Debt/Income ratio: 5.46; We are sorry. Your loan has not been approved]
Brandon,Duran,2016-10-06T07:00:00Z,471-78-1234,12345,467,225127,1219736,2021-08-07T22:00:00Z,1,1.18834563739621,False,False,False,0.0,0.0,[The loan cannot exceed 1000000]
Nicolas,Solomon,1932-01-13T08:00:00Z,471-78-1234,12345,784,50228,1123740,2021-09-07T22:00:00Z,3,1.081639720294583,False,False,False,0.0,0.0,[The loan cannot exceed 1000000]
Mario,Bradley,1902-10-03T08:00:00Z,471-78-1234,12345,704,110115,1311484,2020-08-30T22:00:00Z,3,1.46435983013741,False,False,False,0.0,0.0,[The loan cannot exceed 1000000]
Charlene,Jefferson,1917-12-26T08:00:00Z,471-78-1234,12345,338,211227,754632,2021-09-29T22:00:00Z,3,1.8928368106526825,False,True,False,26980.89490495893,0.0,[ The loan amount is under the maximum authorized; Risky loan; Too big Debt/Income ratio: 1.53; We are sorry. Your loan has not been approved]
Ryan,Jones,1950-07-13T07:00:00Z,471-78-1234,12345,814,382705,1066835,2017-08-11T22:00:00Z,1,1.9537258934716415,False,False,False,0.0,0.0,[The loan cannot exceed 1000000]
Misty,Schwartz,1917-12-01T08:00:00Z,471-78-1234,12345,607,32237,1108824,2018-02-26T23:00:00Z,2,1.457741722874157,False,False,False,0.0,0.0,[The loan cannot exceed 1000000]
Miguel,Reeves,1933-08-31T08:00:00Z,471-78-1234,12345,727,254710,1407432,2019-01-22T23:00:00Z,3,1.4916172139837045,False,False,False,0.0,0.0,[The loan cannot exceed 1000000]
Krystal,Lyons,1917-02-08T08:00:00Z,471-78-1234,12345,729,358838,1464621,2020-03-18T23:00:00Z,1,1.3547450855961385,False,False,False,0.0,0.0,[The loan cannot exceed 1000000]
Jasmine,Wilson,2011-10-30T07:00:00Z,471-78-1234,12345,821,392947,713739,2018-12-01T23:00:00Z,3,1.6579373946815172,False,True,False,26339.84118961705,0.0,[ The loan amount is under the maximum authorized; Average risk loan; Too big Debt/Income ratio: 0.80; We are sorry. Your loan has not been approved]
Erika,Davies,1936-12-16T08:00:00Z,471-78-1234,12345,702,204638,826983,2020-03-27T23:00:00Z,2,1.4564648626358894,False,True,False,36466.358016623926,0.0,[ The loan amount is under the maximum authorized; Average risk loan; Too big Debt/Income ratio: 2.14; We are sorry. Your loan has not been approved]
Daniel,Hudson,1973-05-25T07:00:00Z,471-78-1234,12345,730,360032,1290485,2021-08-13T22:00:00Z,2,1.2280144023941597,False,False,False,0.0,0.0,[The loan cannot exceed 1000000]
Andrew,Lee,1987-05-11T07:00:00Z,471-78-1234,12345,486,276845,1141432,2017-01-12T23:00:00Z,2,1.7884300007435303,False,False,False,0.0,0.0,[The loan cannot exceed 1000000]
Mary,Parks,1984-01-11T08:00:00Z,471-78-1234,12345,793,191532,5300,2018-07-22T22:00:00Z,1,1.8640782812450625,True,True,True,543.4520564503758,0.02,[ The loan amount is under the maximum authorized; Very low risk loan; Congratulations! Your loan has been approved]
Felicia,Murray,2012-10-19T07:00:00Z,471-78-1234,12345,641,84288,80560,2017-03-31T22:00:00Z,1,1.0094070558865496,False,True,False,80929.23333333181,0.0,[ The loan amount is under the maximum authorized; Risky loan; Too big Debt/Income ratio: 11.52; We are sorry. Your loan has not been approved]
Debra,Ali,1929-05-04T08:00:00Z,471-78-1234,12345,679,26655,993111,2017-08-01T22:00:00Z,3,1.8717414033312525,False,True,False,35507.40429766915,0.0,[ The loan amount is under the maximum authorized; Risky loan; Too big Debt/Income ratio: 15.99; We are sorry. Your loan has not been approved]
Jessica,Perez,1981-11-30T08:00:00Z,471-78-1234,12345,776,195074,983215,2018-05-10T22:00:00Z,2,1.462588674202092,False,True,False,51560.8657005272,0.0,[ The loan amount is under the maximum authorized; Average risk loan; Too big Debt/Income ratio: 3.17; We are sorry. Your loan has not been approved]
Kevin,Brooks,1955-05-05T07:00:00Z,471-78-1234,12345,325,209664,193890,2021-09-24T22:00:00Z,1,1.095699933441626,False,True,False,65223.34471481607,0.0,[ The loan amount is under the maximum authorized; Risky loan; Too big Debt/Income ratio: 3.73; We are sorry. Your loan has not been approved]
Michael,Anderson,1977-10-27T07:00:00Z,471-78-1234,12345,442,111066,401446,2019-11-15T23:00:00Z,1,1.9968626286643925,False,True,False,81396.54202417917,0.0,[ The loan amount is under the maximum authorized; Risky loan; Too big Debt/Income ratio: 8.79; We are sorry. Your loan has not been approved]
Jack,Larson,1955-01-23T08:00:00Z,471-78-1234,12345,746,379213,1366314,2020-11-23T23:00:00Z,1,1.2788750244597311,False,False,False,0.0,0.0,[The loan cannot exceed 1000000]
Sean,Anderson,1932-09-07T08:00:00Z,471-78-1234,12345,656,326361,1085279,2017-02-14T23:00:00Z,1,1.0073801460423146,False,False,False,0.0,0.0,[The loan cannot exceed 1000000]
Marvin,Wheeler,1943-02-08T07:00:00Z,471-78-1234,12345,774,162779,594934,2019-07-17T22:00:00Z,1,1.4592130535833905,False,True,False,55583.57923807678,0.0,[ The loan amount is under the maximum authorized; Average risk loan; Too big Debt/Income ratio: 4.10; We are sorry. Your loan has not been approved]
Zachary,Meyer,1968-08-17T07:00:00Z,471-78-1234,12345,544,36977,1110417,2020-10-04T22:00:00Z,1,1.394642381656552,False,False,False,0.0,0.0,[The loan cannot exceed 1000000]
Timothy,Cherry,1969-05-13T07:00:00Z,471-78-1234,12345,765,193389,1183414,2018-08-19T22:00:00Z,2,1.228362931718897,False,False,False,0.0,0.0,[The loan cannot exceed 1000000]
Daniel,Steele,1991-11-22T08:00:00Z,471-78-1234,12345,732,68920,228921,2021-06-17T22:00:00Z,3,1.3913235306422962,False,True,False,8730.274583649458,0.0,[ The loan amount is under the maximum authorized; Average risk loan; Too big Debt/Income ratio: 1.52; We are sorry. Your loan has not been approved]
Alyssa,Sandoval,1995-09-23T07:00:00Z,471-78-1234,12345,803,265820,1201430,2020-07-19T22:00:00Z,2,1.9264498781385129,False,False,False,0.0,0.0,[The loan cannot exceed 1000000]
